0,1
"What is four hundred and sixty-eight trillion, nine hundred and ninety-four billion, nine hundred and seventeen million, six hundred and forty-six thousand, five hundred and six plus eight hundred and eleven trillion, two hundred and seven billion, seven hundred and fifty million, eight hundred and forty-four thousand, one hundred and thirty-five?","one quadrillion, two hundred and eighty trillion, two hundred and two billion, six hundred and sixty-eight million, four hundred and ninety thousand, six hundred and forty-one"
What is eight hundred and twenty-four plus nine hundred and thirteen?,"one thousand, seven hundred and thirty-seven"
"What is three hundred and seven million, six hundred and seventeen thousand, three hundred and seventy-nine plus seven hundred and eighty million, one hundred and eighty-eight thousand, five hundred and eighty-six?","one billion, eighty-seven million, eight hundred and five thousand, nine hundred and sixty-five"
"What is nineteen million, nine hundred and eighty thousand, six hundred and thirty plus twenty-three million, nine hundred and seventy-six thousand, nine hundred and twenty-eight?","forty-three million, nine hundred and fifty-seven thousand, five hundred and fifty-eight"
"What is seven thousand, six hundred and ten plus five thousand, four hundred and sixty-two?",thirteen thousand and seventy-two
"What is seven billion, four hundred and seventy-three million, seven hundred and thirty-four thousand, five hundred and eighty-two plus seven billion, five hundred and thirty-four million, ninety-eight thousand, four hundred and eight?","fifteen billion, seven million, eight hundred and thirty-two thousand, nine hundred and ninety"
"What is four trillion, three hundred and fifty-seven billion, three hundred and two million, eight hundred and forty-six thousand, nine hundred and thirty plus one trillion, one hundred and ninety-two billion, one hundred and forty-five million, one hundred and sixty-eight thousand, eight hundred and ninety-nine?","five trillion, five hundred and forty-nine billion, four hundred and forty-eight million, fifteen thousand, eight hundred and twenty-nine"
"What is eight hundred and sixty-three billion, four million, nine hundred and two thousand and forty-seven plus seven hundred and fifty-seven billion, two hundred and thirty-three million, three hundred and six thousand, five hundred and seventeen?","one trillion, six hundred and twenty billion, two hundred and thirty-eight million, two hundred and eight thousand, five hundred and sixty-four"
"What is seventy-six trillion, one hundred and sixty-six billion, three hundred and twenty-six million, seventy-four thousand, nine hundred and sixty-nine plus seventy-four trillion, one hundred and fifty billion, two hundred and seventy-eight million, four hundred and eighty-four thousand, one hundred and seventy-two?","one hundred and fifty trillion, three hundred and sixteen billion, six hundred and four million, five hundred and fifty-nine thousand, one hundred and forty-one"
"What is one thousand, five hundred and eighty-two plus six thousand and eighty-six?","seven thousand, six hundred and sixty-eight"
"What is seven hundred and thirty-one trillion, seven hundred and fifty-nine billion, four hundred and fifty-five million, four hundred and sixty-four thousand, nine hundred and eleven plus eight hundred and ninety trillion, five hundred and nineteen billion, two hundred and fifty-two million, one hundred and fifty thousand, two hundred and fifty-seven?","one quadrillion, six hundred and twenty-two trillion, two hundred and seventy-eight billion, seven hundred and seven million, six hundred and fifteen thousand, one hundred and sixty-eight"
"What is six thousand and thirty-two plus one thousand, one hundred and seventy-six?","seven thousand, two hundred and eight"
"What is eight billion, seven hundred and seventy million, four hundred and ninety-one thousand, nine hundred and one plus nine billion, five hundred and forty-nine million, two hundred and fifty-eight thousand, four hundred and eighty-six?","eighteen billion, three hundred and nineteen million, seven hundred and fifty thousand, three hundred and eighty-seven"
"What is seven billion, four hundred and twenty-two million, three hundred and eighty-one thousand, two hundred and seventy plus four billion, eight hundred and eighty million, one hundred and sixty-one thousand, six hundred and fifty?","twelve billion, three hundred and two million, five hundred and forty-two thousand, nine hundred and twenty"
What is three hundred and fifty-five plus nine hundred and forty?,"one thousand, two hundred and ninety-five"
What is ninety-three plus thirty-seven?,one hundred and thirty
"What is two thousand, nine hundred and forty-six plus one thousand, five hundred and seventy-one?","four thousand, five hundred and seventeen"
"What is two billion, six hundred and twenty-six million, nine hundred and thirty-two thousand, one hundred and forty-six plus three billion, nine hundred and ninety-nine million, two hundred and eighty-five thousand, two hundred and three?","six billion, six hundred and twenty-six million, two hundred and seventeen thousand, three hundred and forty-nine"
"What is six hundred and four billion, one hundred and two million, five hundred and ninety-three thousand, one hundred and fifty-three plus seven hundred and five billion, six hundred and eight million, eight hundred and forty-three thousand, three hundred and eighty-six?","one trillion, three hundred and nine billion, seven hundred and eleven million, four hundred and thirty-six thousand, five hundred and thirty-nine"
"What is three million, five hundred and sixteen thousand, two hundred and sixty-six plus four million, four hundred and ninety-seven thousand and ninety?","eight million, thirteen thousand, three hundred and fifty-six"
"What is three million, six hundred and eighty-nine thousand, two hundred and forty-five plus two million, five hundred and two thousand and forty-nine?","six million, one hundred and ninety-one thousand, two hundred and ninety-four"
"What is eleven thousand, one hundred and ninety-two plus ninety-five thousand, four hundred and forty-five?","one hundred and six thousand, six hundred and thirty-seven"
"What is fifteen billion, nine hundred and sixty-three million, one hundred and three thousand, eight hundred and ninety-seven plus eighty-four billion, nine hundred and two million, six hundred and eleven thousand, seven hundred and thirty-nine?","one hundred billion, eight hundred and sixty-five million, seven hundred and fifteen thousand, six hundred and thirty-six"
"What is one trillion, nine hundred and seventeen billion, three hundred and ninety-eight million, two hundred and seventy-seven thousand, one hundred plus seven trillion, seven hundred and twelve billion, seven hundred and thirty-six million, three hundred and ninety-nine thousand, five hundred and twenty-five?","nine trillion, six hundred and thirty billion, one hundred and thirty-four million, six hundred and seventy-six thousand, six hundred and twenty-five"
"What is four hundred and fifteen billion, two hundred and seventy-five million, eight hundred and fifty-seven thousand, four hundred and twenty-five plus four hundred and twenty-three billion, eight hundred and thirty-five million, eight hundred and eighty-eight thousand, nine hundred and thirty?","eight hundred and thirty-nine billion, one hundred and eleven million, seven hundred and forty-six thousand, three hundred and fifty-five"
"What is nine million, eight hundred and ninety-one thousand, nine hundred and nine plus four million, six hundred and seventy-two thousand, one hundred and ninety-four?","fourteen million, five hundred and sixty-four thousand, one hundred and three"
"What is forty-seven million, seven hundred and seventy-one thousand, six hundred and fifty-four plus sixty-four million, four hundred and ninety thousand, two hundred and eighty-one?","one hundred and twelve million, two hundred and sixty-one thousand, nine hundred and thirty-five"
"What is sixty-six billion, six hundred and eighty-seven million, one hundred and twenty-five thousand, seven hundred and forty-one plus eighty-five billion, eight hundred and twenty-eight million, six hundred and four thousand, four hundred and fifty-one?","one hundred and fifty-two billion, five hundred and fifteen million, seven hundred and thirty thousand, one hundred and ninety-two"
"What is seven hundred and three billion, five hundred and ninety-nine million, seven hundred and fifty-six thousand, four hundred and sixty-one plus eight hundred and seventeen billion, one hundred and eight million, three hundred and fifty-seven thousand, two hundred and ninety-one?","one trillion, five hundred and twenty billion, seven hundred and eight million, one hundred and thirteen thousand, seven hundred and fifty-two"
"What is five hundred and eighty-four trillion, four hundred and sixty-four billion, seven hundred and forty-two million, six hundred and forty-one thousand, five hundred and fifty-seven plus four hundred and sixty-nine trillion, three hundred and ninety billion, five hundred and twenty-three million, nine hundred and thirty-four thousand, two hundred and sixteen?","one quadrillion, fifty-three trillion, eight hundred and fifty-five billion, two hundred and sixty-six million, five hundred and seventy-five thousand, seven hundred and seventy-three"
What is eighty-five plus forty-six?,one hundred and thirty-one
"What is six hundred and ninety-one billion, six hundred and seventy-one million, six hundred and seventy-eight thousand, eight hundred and thirty-three plus eight hundred and fourteen billion, one hundred and seventy million, two hundred and sixty-five thousand, one hundred and seventeen?","one trillion, five hundred and five billion, eight hundred and forty-one million, nine hundred and forty-three thousand, nine hundred and fifty"
"What is thirty-four billion, four hundred and twelve million, seventy-two thousand, seven hundred and forty-eight plus seventy-two billion, four hundred and eighty-two million, six hundred and twenty-eight thousand, three hundred and forty-one?","one hundred and six billion, eight hundred and ninety-four million, seven hundred and one thousand and eighty-nine"
"What is four hundred and ninety-seven billion, six hundred and forty-seven million, seven hundred and sixty-nine thousand, one hundred and fifty plus four hundred and forty billion, eight hundred and thirty-one million, one hundred and forty-eight thousand, seven hundred and nineteen?","nine hundred and thirty-eight billion, four hundred and seventy-eight million, nine hundred and seventeen thousand, eight hundred and sixty-nine"
"What is three hundred and twenty-three thousand, two hundred and seven plus seven hundred and sixteen thousand, four hundred and ninety-three?","one million, thirty-nine thousand, seven hundred"
"What is six hundred and sixty-four million, one hundred and forty-three thousand, one hundred and twenty-four plus nine hundred and eighty-three million, three hundred and thirty-five thousand, nine hundred and thirty-six?","one billion, six hundred and forty-seven million, four hundred and seventy-nine thousand and sixty"
"What is twenty million, seven hundred and one thousand, five hundred and seventeen plus seventeen million, four hundred and forty-seven thousand, four hundred and eight?","thirty-eight million, one hundred and forty-eight thousand, nine hundred and twenty-five"
"What is four hundred and ninety-seven billion, seven hundred and fifty-eight million, three hundred and seventy-four thousand, seven hundred and sixty-two plus five hundred and two billion, seventy-one million, seven hundred and one thousand, nine hundred and ninety-four?","nine hundred and ninety-nine billion, eight hundred and thirty million, seventy-six thousand, seven hundred and fifty-six"
"What is nine billion, four hundred and fifty-two million, five hundred and eighty-nine thousand, three hundred and seventy-six plus six billion, three hundred and seventy million, five hundred and fifteen thousand, five hundred and thirty-six?","fifteen billion, eight hundred and twenty-three million, one hundred and four thousand, nine hundred and twelve"
"What is three trillion, seven hundred and twenty billion, five hundred and twenty-five million, five hundred and sixteen thousand, one hundred and fifty plus six trillion, four hundred and twenty-eight billion, four hundred and sixty-nine million, two hundred and forty-eight thousand, seven hundred and twenty-five?","ten trillion, one hundred and forty-eight billion, nine hundred and ninety-four million, seven hundred and sixty-four thousand, eight hundred and seventy-five"
"What is nine million, three hundred and fifty-two thousand, six hundred and seventeen plus five million, two hundred and sixty-eight thousand, three hundred and eighty?","fourteen million, six hundred and twenty thousand, nine hundred and ninety-seven"
"What is fourteen trillion, seven hundred and twenty-one billion, one hundred and thirty-one million, two hundred and fifty-four thousand and thirty-two plus twenty-six trillion, six hundred and ninety-three billion, twenty-four million, nine hundred and sixty-nine thousand, one hundred and twenty-eight?","forty-one trillion, four hundred and fourteen billion, one hundred and fifty-six million, two hundred and twenty-three thousand, one hundred and sixty"
"What is fifty-nine million, eight hundred and eighty-six thousand, nine hundred and fifty-three plus twelve million, three hundred and sixteen thousand, seven hundred and twenty-five?","seventy-two million, two hundred and three thousand, six hundred and seventy-eight"
"What is five hundred and seventy-five trillion, four hundred and seven billion, five hundred and thirty-one million, eight hundred and twelve thousand, six hundred and fifty-three plus four hundred and forty trillion, thirty-four billion, seven hundred and ninety-one million, five hundred and eighty-two thousand, one hundred and eighty-two?","one quadrillion, fifteen trillion, four hundred and forty-two billion, three hundred and twenty-three million, three hundred and ninety-four thousand, eight hundred and thirty-five"
"What is three million, thirty-eight thousand, four hundred and fifty-two plus seven million, six hundred and fifty-five thousand, six hundred and seventy-five?","ten million, six hundred and ninety-four thousand, one hundred and twenty-seven"
"What is nine billion, five hundred million, three hundred and forty-two thousand and thirty-three plus seven billion, one hundred and forty-two million, six hundred and ninety-one thousand, eight hundred and ninety-five?","sixteen billion, six hundred and forty-three million, thirty-three thousand, nine hundred and twenty-eight"
"What is seven billion, three hundred and twenty-four million, six hundred and sixty-eight thousand, seven hundred and thirty-two plus four billion, four hundred and sixteen million, one hundred and thirty-six thousand, three hundred and eight?","eleven billion, seven hundred and forty million, eight hundred and five thousand and forty"
"What is three thousand, nine hundred and thirty-nine plus three thousand, eight hundred and fifty-eight?","seven thousand, seven hundred and ninety-seven"
"What is three hundred and forty-nine million, eight hundred and fifty-eight thousand, four hundred and sixty plus seven hundred and thirty-six million, one hundred and fifty-seven thousand, six hundred and ninety-five?","one billion, eighty-six million, sixteen thousand, one hundred and fifty-five"
"What is four hundred and ninety-six thousand, eight hundred and sixty-nine plus seven hundred and seventy thousand, three hundred and seventy-eight?","one million, two hundred and sixty-seven thousand, two hundred and forty-seven"
What is fifty-seven plus forty-four?,one hundred and one
"What is nine trillion, eighty-eight billion, two hundred and forty-six million, seven hundred and thirteen thousand, six hundred and ninety-four plus two trillion, six hundred and forty-two billion, four hundred and eighty million, two hundred and eighty-eight thousand, one hundred and forty-eight?","eleven trillion, seven hundred and thirty billion, seven hundred and twenty-seven million, one thousand, eight hundred and forty-two"
"What is six hundred and fifty-seven million, three hundred and eighty-three thousand, six hundred and forty-one plus seven hundred and thirty million, four hundred and eighty-five thousand, eight hundred and twenty-seven?","one billion, three hundred and eighty-seven million, eight hundred and sixty-nine thousand, four hundred and sixty-eight"
"What is ninety-six billion, two hundred and eighty-six million, nine hundred and one thousand and thirty-seven plus eighty-two billion, three hundred and twenty-three million, seven hundred and eighty-seven thousand, one hundred and thirty-one?","one hundred and seventy-eight billion, six hundred and ten million, six hundred and eighty-eight thousand, one hundred and sixty-eight"
"What is eighty billion, seven hundred and forty-seven million, five hundred and three thousand, five hundred and seventy-two plus sixty-eight billion, six hundred and fifty-three million, seven hundred and twenty-one thousand, one hundred and sixty-two?","one hundred and forty-nine billion, four hundred and one million, two hundred and twenty-four thousand, seven hundred and thirty-four"
"What is seventy-eight billion, nine hundred and forty-three million, nine hundred and eighty-eight thousand, five hundred and ninety-four plus twenty-five billion, five hundred and ninety-seven million, seven hundred and seventy-seven thousand, six hundred and fifty-two?","one hundred and four billion, five hundred and forty-one million, seven hundred and sixty-six thousand, two hundred and forty-six"
"What is nine hundred and twenty-two trillion, four hundred and seventy billion, three hundred and thirty-three million, four hundred and seventy-eight thousand, nine hundred and sixty-one plus eight hundred and ninety-nine trillion, three hundred and eighty-two billion, eight hundred and thirty-two million, nine hundred and eighty-three thousand, seven hundred and thirty-two?","one quadrillion, eight hundred and twenty-one trillion, eight hundred and fifty-three billion, one hundred and sixty-six million, four hundred and sixty-two thousand, six hundred and ninety-three"
"What is five hundred and eighty-nine trillion, four hundred and nine billion, seven hundred and seventy-three million, five hundred and eight thousand, one hundred and thirty-one plus two hundred and forty-five trillion, four hundred and twelve billion, nine hundred and twenty-nine million, one hundred and twenty-one thousand, four hundred and ninety?","eight hundred and thirty-four trillion, eight hundred and twenty-two billion, seven hundred and two million, six hundred and twenty-nine thousand, six hundred and twenty-one"
"What is eleven billion, twenty-three million, four hundred and forty-one thousand, seven hundred and forty-five plus eighteen billion, six hundred and seventy-nine million, six hundred and two thousand, two hundred and twenty-three?","twenty-nine billion, seven hundred and three million, forty-three thousand, nine hundred and sixty-eight"
What is twenty-nine plus eighty-three?,one hundred and twelve
What is seven hundred and twenty-six plus seven hundred and thirty-eight?,"one thousand, four hundred and sixty-four"
"What is four hundred and forty-seven trillion, two hundred and thirty-two billion, four hundred and twenty-nine million, eight hundred and nine thousand, five hundred and eighty-three plus nine hundred and ninety-one trillion, two hundred and thirty-nine billion, three hundred and fifty-two million, one thousand, two hundred and seven?","one quadrillion, four hundred and thirty-eight trillion, four hundred and seventy-one billion, seven hundred and eighty-one million, eight hundred and ten thousand, seven hundred and ninety"
"What is eight million, eight hundred and twenty-nine thousand, two hundred and seventy-four plus three million, three hundred and thirty-one thousand, one hundred and thirty-four?","twelve million, one hundred and sixty thousand, four hundred and eight"
"What is fifty-seven thousand, one hundred and twenty-seven plus ninety-eight thousand, four hundred and ninety-six?","one hundred and fifty-five thousand, six hundred and twenty-three"
"What is five trillion, eight billion, seven hundred and ninety-four million, seven hundred and eight thousand, one hundred and ninety-five plus one trillion, one hundred and forty-one billion, seventy-two million, one hundred and sixty-one thousand, nine hundred and thirteen?","six trillion, one hundred and forty-nine billion, eight hundred and sixty-six million, eight hundred and seventy thousand, one hundred and eight"
"What is forty-seven million, two hundred and forty-six thousand, two hundred and twenty-nine plus forty-eight million, eight hundred and fourteen thousand, four hundred and thirty-one?","ninety-six million, sixty thousand, six hundred and sixty"
"What is one trillion, six hundred and sixty-three billion, eight hundred and ninety-nine million, two hundred and ninety-two thousand, seven hundred and forty plus five trillion, six hundred and ninety-five billion, one hundred and ten million, six hundred and sixty-seven thousand, two hundred and ninety-five?","seven trillion, three hundred and fifty-nine billion, nine million, nine hundred and sixty thousand and thirty-five"
"What is eight million, seven hundred and twenty-three thousand, four hundred and eighty-five plus four million, two hundred and five thousand, nine hundred and ninety-three?","twelve million, nine hundred and twenty-nine thousand, four hundred and seventy-eight"
"What is ninety-three trillion, five hundred and ninety-five billion, eight hundred and sixty-four million, seven hundred and three thousand, seven hundred and twenty-nine plus twenty-five trillion, seven hundred and nine billion, two hundred and forty-one million, seven hundred and fifty thousand, two hundred and fifty-four?","one hundred and nineteen trillion, three hundred and five billion, one hundred and six million, four hundred and fifty-three thousand, nine hundred and eighty-three"
"What is four hundred and nine thousand, one hundred and four plus one hundred and fifteen thousand, three hundred and ninety-six?","five hundred and twenty-four thousand, five hundred"
"What is seven billion, eight hundred and seven million, one hundred and thirty-three thousand, three hundred and thirty-nine plus one billion, four hundred and sixty-six million, four hundred and forty-three thousand, six hundred and four?","nine billion, two hundred and seventy-three million, five hundred and seventy-six thousand, nine hundred and forty-three"
"What is four billion, four hundred and ten million, ninety thousand, eight hundred and fifty-nine plus two billion, two hundred and sixty million, seven hundred and nine thousand and two?","six billion, six hundred and seventy million, seven hundred and ninety-nine thousand, eight hundred and sixty-one"
"What is two million, five hundred and twenty-nine thousand, four hundred and twenty-four plus six million, one hundred and seventy-eight thousand, six hundred and fifty-three?","eight million, seven hundred and eight thousand and seventy-seven"
"What is five hundred and thirty-four trillion, seven hundred and ninety-five billion, three hundred and ninety-nine million, four hundred and twenty-eight thousand, three hundred and forty plus nine hundred and thirty-seven trillion, four hundred and eighty-eight billion, four hundred and ninety million, seven hundred and thirty-one thousand, three hundred and sixty-two?","one quadrillion, four hundred and seventy-two trillion, two hundred and eighty-three billion, eight hundred and ninety million, one hundred and fifty-nine thousand, seven hundred and two"
"What is two million, three hundred and sixty-one thousand, two hundred and fifty-four plus six million, eight hundred and thirty-one thousand, nine hundred and four?","nine million, one hundred and ninety-three thousand, one hundred and fifty-eight"
"What is eight hundred and seventy-one trillion, four hundred and one billion, six hundred and eighty million, four hundred and fifty-nine thousand, five hundred and fifty plus eight hundred and forty-two trillion, nine hundred billion, seven hundred and fifty-eight million, eight hundred and forty-seven thousand, three hundred and twenty?","one quadrillion, seven hundred and fourteen trillion, three hundred and two billion, four hundred and thirty-nine million, three hundred and six thousand, eight hundred and seventy"
"What is two million, three hundred and fifty-one thousand, six hundred and six plus three million, four hundred and fifty-five thousand, six hundred and five?","five million, eight hundred and seven thousand, two hundred and eleven"
What is six hundred and ninety plus eight hundred and fifty-two?,"one thousand, five hundred and forty-two"
What is nine hundred and eighty-seven plus three hundred and fifty-three?,"one thousand, three hundred and forty"
"What is two hundred and fifty-one million, four hundred and nine thousand and eighty-three plus nine hundred and ninety-six million, five hundred and thirty-five thousand, three hundred and thirteen?","one billion, two hundred and forty-seven million, nine hundred and forty-four thousand, three hundred and ninety-six"
"What is seven thousand, five hundred and ninety-five plus eight thousand, five hundred and twenty-four?","sixteen thousand, one hundred and nineteen"
"What is two hundred and ninety-one billion, one hundred and seventy million, four hundred and ninety-four thousand, eight hundred and ninety-one plus six hundred and twenty-five billion, five hundred and seventeen million, four hundred and fifty-seven thousand and seventy-two?","nine hundred and sixteen billion, six hundred and eighty-seven million, nine hundred and fifty-one thousand, nine hundred and sixty-three"
"What is eight trillion, four hundred and seventy-four billion, one million, six hundred and thirty-seven thousand, three hundred and eight plus two trillion, six hundred and twenty-four billion, one hundred and twenty-three million, eight hundred and twenty thousand, one hundred and fifty-three?","eleven trillion, ninety-eight billion, one hundred and twenty-five million, four hundred and fifty-seven thousand, four hundred and sixty-one"
What is four hundred and sixty-three plus three hundred and forty?,eight hundred and three
"What is ten million, seven hundred and eighty-three thousand, three hundred and twelve plus twenty-six million, eighty-eight thousand, three hundred and sixty-nine?","thirty-six million, eight hundred and seventy-one thousand, six hundred and eighty-one"
"What is fifty-seven thousand, three hundred and seventy-two plus seventy-seven thousand, eight hundred and twenty-two?","one hundred and thirty-five thousand, one hundred and ninety-four"
What is fifteen plus eighty-eight?,one hundred and three
"What is thirty-six billion, five hundred and twenty-nine million, four hundred and forty-eight thousand, two hundred and seventeen plus fifteen billion, three hundred and sixteen million, seven hundred and ninety-four thousand, eight hundred and ninety-four?","fifty-one billion, eight hundred and forty-six million, two hundred and forty-three thousand, one hundred and eleven"
"What is forty-five trillion, three hundred and ninety-nine billion, three hundred and fifty-six million, three hundred and forty thousand, six hundred and twenty-five plus eighty-five trillion, one hundred and sixty-six billion, five hundred and five million, eight hundred and seventy-three thousand, nine hundred and twenty-six?","one hundred and thirty trillion, five hundred and sixty-five billion, eight hundred and sixty-two million, two hundred and fourteen thousand, five hundred and fifty-one"
"What is five million, five hundred and twenty-five thousand, eight hundred and ninety-six plus seven million, four hundred and fifty-one thousand, eight hundred and fifty-eight?","twelve million, nine hundred and seventy-seven thousand, seven hundred and fifty-four"
"What is nine hundred and forty-six billion, two million, six hundred and ninety-five thousand, three hundred and eleven plus four hundred and fifty-five billion, nine hundred and twenty-seven million, forty-eight thousand, eight hundred and ninety-five?","one trillion, four hundred and one billion, nine hundred and twenty-nine million, seven hundred and forty-four thousand, two hundred and six"
"What is nine trillion, seven hundred and eighty-one billion, one hundred and eighty-one million, twenty-two thousand, seven hundred and eleven plus eight trillion, three hundred and twenty billion, four hundred and sixty-six million, seven hundred and eighty-five thousand, one hundred and nineteen?","eighteen trillion, one hundred and one billion, six hundred and forty-seven million, eight hundred and seven thousand, eight hundred and thirty"
"What is forty billion, seven hundred and forty-one million, six hundred and ninety-six thousand, one hundred and seventy-three plus ninety-five billion, four hundred and forty-one million, nine hundred and twenty-one thousand, two hundred and fifty-six?","one hundred and thirty-six billion, one hundred and eighty-three million, six hundred and seventeen thousand, four hundred and twenty-nine"
"What is three hundred and ninety-one million, eight hundred and ninety-two thousand, seven hundred and twenty-seven plus four hundred and twelve million, three hundred and eight thousand, nine hundred and fifty-two?","eight hundred and four million, two hundred and one thousand, six hundred and seventy-nine"
"What is one hundred and twenty-six trillion, eight billion, fifty-seven million, six hundred and fifty thousand, nine hundred and thirty-one plus seven hundred and six trillion, five hundred and twenty-five billion, two hundred and twenty-five million, one hundred and ninety-seven thousand, eight hundred and sixty-five?","eight hundred and thirty-two trillion, five hundred and thirty-three billion, two hundred and eighty-two million, eight hundred and forty-eight thousand, seven hundred and ninety-six"
"What is nine billion, six hundred and fifty million, eight hundred and eighty-one thousand, five hundred and eighty-two plus eight billion, six hundred and seventeen million, four hundred and fifty-five thousand, seven hundred and seventy-five?","eighteen billion, two hundred and sixty-eight million, three hundred and thirty-seven thousand, three hundred and fifty-seven"
"What is five trillion, six hundred and sixty-five billion, seven hundred and ninety-three million, twenty-one thousand, eight hundred and eighty-three plus nine trillion, one hundred and twenty-five billion, five hundred and twenty-nine million, five hundred and twenty-one thousand, seven hundred and fifty-two?","fourteen trillion, seven hundred and ninety-one billion, three hundred and twenty-two million, five hundred and forty-three thousand, six hundred and thirty-five"
What is fourteen plus eighty-eight?,one hundred and two
"What is nine billion, five hundred and thirty-four million, one hundred and eighty-three thousand, two hundred and ninety-eight plus nine billion, six hundred and eighty-eight million, four hundred and seventy-seven thousand, four hundred and twenty-six?","nineteen billion, two hundred and twenty-two million, six hundred and sixty thousand, seven hundred and twenty-four"
What is six hundred and seventy plus six hundred and two?,"one thousand, two hundred and seventy-two"
"What is four hundred and fourteen trillion, seven hundred and thirty-seven billion, six hundred and thirty-one million, five hundred and eighty thousand, eight hundred and fifty-four plus seven hundred and sixty-five trillion, five hundred and two billion, eight hundred and twenty-three million, seven hundred and thirty-eight thousand, two hundred and seven?","one quadrillion, one hundred and eighty trillion, two hundred and forty billion, four hundred and fifty-five million, three hundred and nineteen thousand and sixty-one"
What is fifteen plus seventy-two?,eighty-seven
"What is one thousand, seven hundred and eighty-three plus two thousand, five hundred and eighty?","four thousand, three hundred and sixty-three"
"What is nine hundred and seventy-eight billion, four hundred and thirty-nine million, seven hundred and thirty-five thousand, one hundred and four plus two hundred and ninety-two billion, two hundred and eighty-nine million, nine hundred and seventy-two thousand, two hundred and seventy-nine?","one trillion, two hundred and seventy billion, seven hundred and twenty-nine million, seven hundred and seven thousand, three hundred and eighty-three"
"What is fifty-five million, five hundred and thirty-one thousand and twenty plus fifty-three million, three hundred and three thousand, six hundred and ninety-three?","one hundred and eight million, eight hundred and thirty-four thousand, seven hundred and thirteen"
"What is thirty-seven thousand, four hundred and twenty-two plus thirty-four thousand, six hundred and thirty-eight?",seventy-two thousand and sixty
What is fifty-eight plus thirty-seven?,ninety-five
"What is five thousand and eighty-nine plus six thousand, five hundred and nine?","eleven thousand, five hundred and ninety-eight"
"What is nine trillion, six hundred and seventeen billion, eighty-six million, one hundred and ninety-eight thousand, nine hundred and seventy-five plus four trillion, three hundred and seventy-four billion, seven hundred and forty-two million, two hundred and ninety-six thousand, seven hundred and thirty-two?","thirteen trillion, nine hundred and ninety-one billion, eight hundred and twenty-eight million, four hundred and ninety-five thousand, seven hundred and seven"
"What is thirty-three billion, two hundred and four million, eighty-seven thousand, two hundred and forty-six plus ninety-three billion, nine hundred and sixty-nine million, thirty-three thousand, nine hundred and eighty-eight?","one hundred and twenty-seven billion, one hundred and seventy-three million, one hundred and twenty-one thousand, two hundred and thirty-four"
What is nineteen plus seventy-six?,ninety-five
"What is ninety-seven billion, five hundred and sixty-nine million, eight hundred and twenty-eight thousand, two hundred and thirty-two plus thirty-five billion, eight hundred and thirty-seven million, six hundred and thirty-three thousand, nine hundred and thirty-four?","one hundred and thirty-three billion, four hundred and seven million, four hundred and sixty-two thousand, one hundred and sixty-six"
"What is four trillion, three hundred and forty-six billion, nine hundred and seventy-three million, seventy thousand, five hundred and fifty plus one trillion, four hundred and fifty billion, six hundred and twenty-one million, one hundred and twenty-eight thousand and sixty-four?","five trillion, seven hundred and ninety-seven billion, five hundred and ninety-four million, one hundred and ninety-eight thousand, six hundred and fourteen"
"What is seven hundred and ninety-four million, eight hundred and six thousand, two hundred and eighteen plus five hundred and nine million, three hundred and eighty-four thousand, one hundred and ninety-eight?","one billion, three hundred and four million, one hundred and ninety thousand, four hundred and sixteen"
"What is sixteen billion, six hundred and eighteen million, four hundred and one thousand, one hundred and nineteen plus fifty-one billion, eighty-six million, eighty-six thousand and seventeen?","sixty-seven billion, seven hundred and four million, four hundred and eighty-seven thousand, one hundred and thirty-six"
"What is sixty-eight thousand, seven hundred and twenty-six plus eighteen thousand, eight hundred and thirty?","eighty-seven thousand, five hundred and fifty-six"
"What is two thousand, seven hundred and twenty-four plus one thousand and eight?","three thousand, seven hundred and thirty-two"
What is four hundred and eighty-four plus seven hundred and ninety?,"one thousand, two hundred and seventy-four"
"What is five hundred and seventy-three billion, nine hundred and eighty-eight million, five hundred and eighty-seven thousand, one hundred and ninety-nine plus two hundred and fifty-six billion, nine hundred and forty-five million, eight hundred and fifty-one thousand, six hundred and sixty-nine?","eight hundred and thirty billion, nine hundred and thirty-four million, four hundred and thirty-eight thousand, eight hundred and sixty-eight"
"What is six million, nine hundred and twenty-four thousand, three hundred and ninety-seven plus eight million, seven hundred and eighty-two thousand, six hundred and fifty-eight?","fifteen million, seven hundred and seven thousand and fifty-five"
"What is five million, five hundred and sixty-five thousand, nine hundred and ninety-one plus one million, five hundred and forty-four thousand, one hundred and seventy-four?","seven million, one hundred and ten thousand, one hundred and sixty-five"
"What is nine billion, three hundred and forty-nine million, five hundred and sixty-six thousand, eight hundred and thirty-three plus four billion, nine hundred and forty-two million, six hundred and ninety-one thousand, three hundred and sixty-seven?","fourteen billion, two hundred and ninety-two million, two hundred and fifty-eight thousand, two hundred"
What is one hundred and seventy-eight plus six hundred and eighty-two?,eight hundred and sixty
"What is three billion, seven hundred and three million, nineteen thousand, eight hundred and forty-one plus three billion, seven hundred and thirty-three million, six hundred and fifty-five thousand and one?","seven billion, four hundred and thirty-six million, six hundred and seventy-four thousand, eight hundred and forty-two"
"What is eight hundred and ninety-seven million, eight hundred and fifty-eight thousand, five hundred and fifty-four plus two hundred and forty-five million, five hundred and sixty thousand, four hundred and four?","one billion, one hundred and forty-three million, four hundred and eighteen thousand, nine hundred and fifty-eight"
